start,end,category,count,title,content
2020-08-12,2020-09-11,교통/건축/국토,237,부동산 규제 지역에 상관없이 생활자금 대출(기존대출 대환금 + 1억원)LTV 비율 상향 요청(70%),"안녕하십니까?
부동산 시장 안정화  정책에 심혈을 다해주심에 감사드립니다.
부동산 가격의 상승으로 인하여 정부에서는 규제지역을 선정하여 대출 규제 정책을 실시함으로써 부동산 투기를
억제하고자 하고 있습니다.
그 성과 또한 있음을 알고 있습니다.
하지만 생활자금 대출의 경우 (기존대출 대환) 현재 고금리 상품을 이용하고 있어서 저금리 상품으로 대환하고
싶어도 규제지역 LTV비율 하향(70%에서 40~50%)으로 인하여 대출가능금액이 부족하여 저금리 상품으로 바꿀 수 없는 현실입니다.
또한 생활자금 대출의 경우 기존주택담보 대출금에 추가로 1억원만 받을 수 있고(당해 년도에) 그 1억 사용 용도도
신규 주택 구입 목적으로는 사용할 수 없도록 규정하고 있습니다.
따라서 서민들이 저금리 상품을 이용하여 가계 부담을 줄일 수 있도록 생활자금 대출의 경우 기존 LTV 적용(70%)이 절실한 실정입니다.
주택담보대출금 외 추가 1억원의 경우도 대부분 고금리 대출인 카드론 신용대출. 캐피탈등 고금리 상품을 상환 목적으로 활용하고 있는 점을 감안하여 주택구입자금 대출이 아닌 생활자금 대출은 대출가능금액 비율을 주택구입자금 대출 가능비율과 별개로 운영하는 것이 맞다고 사료됩니다.
현재의 정책으로는 주택담보 대출 금리 4~5%을 이용하고 있어도 2~3%대의 저금리로 대환할 수 없는 구조인것이죠.
궁극적인 고금리 부담은 전적으로 어렵게 살아가는 서민들의 몫인것입니다.
부자들이야 금리 1~2% 차이가 무슨 부담이겠습니까? 그런 부류는 대출도 없지만요.
고금리 주택담보로 가계 부담이 가중되고 있는 현실을 감안 하루빨리 현실정에 맞는 대출 규제 정책으로 전환되어야 한다고 생각합니다."
2020-08-12,2020-09-11,안전/환경,434,이번 구례 홍수피해 사례,"섬진강 땜 수위조절을 잘못한 것에 대한 진상조사와
관계자처벌과 그로인해 손해를본 구례군민에게 수자원 공사는 손해배상을 해야할것입니다. 몇명의 판단잘못으로 수많은 수재민을 발생시킨 것에 대한 책임을 확실히 물어야 할것입니다. 그래야 책임감을가질것입니다.  강력한 책임을 묻게 합시다.
그래서 앞으로 이런 인재가 없는세상이 되었으면 좋겠습니다."
2020-08-12,2020-09-11,안전/환경,"12,766",청주시의 코로나19 관련 안일한 행정을 규탄합니다.,"일단, 코로나19 방역에 힘써주시는 질병관리본부 직원분들 및 의료진 여러분께 항상 감사드립니다.

저는 코로나19와 관련된 충청북도 청주시의 안일한 행정에 대해 알리고, 이를 강력히 규탄하고자 이 청원을 작성합니다.
8월 4일, 청주시에서는 시민들에게 한 공원에서 열린 이슬람 종교행사 관련 코로나19 감염이 이루어졌다고 안내하였습니다.(청주-27, 청주-28 확진자) 그러나 청주 시민인 저로서는 이 사태의 방역 상황에 대한 청주시의 행정이 너무 안일하다고 생각합니다. 아니, 그 이전부터 청주시의 몰상식하고 안일한 행정은 저를 포함한 시민들을 분노케 하였습니다.

이 청원 글을 읽고 계신 분이 청주시민이라면 청주시의 한심한 행정에 대해 잘 알고 계실 것입니다. 시에서 보내는 긴급재난문자보다 언론 보도가 몇 시간씩 빠르고, 늦게라도 보내는 긴급재난문자에는 ‘n번 확진자 발생-블로그 및 청주시청 홈페이지 참고’와 같은 간단한 내용만이 전부입니다. 이 뿐만이 아닙니다. 기껏 재난문자에서 안내한 청주시 블로그에 들어가 보면, 시에서 공개한 확진자의 이동 경로 내역이 타 시/도의 안내에 비하면 부실하기 짝이 없습니다.

이동 경로가 몇 시간씩 빠져 있는 것은 예사이고, 하루 종일 빠져 있는 일 또한 허다합니다. 하루 종일 집에만 있었다면 ‘자택’이라고 공지하였을텐데, 그것 또한 아닙니다. 게다가 확진자분이 방문한 업체 간의 거리가 구를 넘나들며 몇십분만에 걸어갈 수 없을 정도인 경우에도 이동 방법을 ‘도보’로 고지하고 있습니다. 물론 사실일 수도 있겠습니다만, 20대 초반인 저로서도 도저히 그 시간동안 걸어가기 힘든, 아니 뛰어갈 수도 없는 거리를 고령의 확진자분께서 단 몇십분만에 구 경계를 넘어 도보로 이동했다는 사실은 상식적으로 납득하기 힘든 사안임이 분명합니다.

이번 사태때는 그나마 확진자분께서 다녀간 곳의 상호명을 일부는 공개하였더군요. 이 이전에는 H구 B동 XX식당, C구 Y동 XX의원처럼 상호명조차 전혀 공개하지 않았었습니다. H구 B동에 식당이, C구 Y동에 의원이 얼마나 많은데, 업체 상호명을 가리고 올리다니요. 공개된 상호가 익명이여서 혹시 제가 그 시간대에 그 식당, 그 병원에 있었는지를 도저히 알 수 없어 분통이 터진 적이 한두번도 아닙니다.

간혹 다른 시/도에 다녀오신 확진자분들이 계십니다. 그런데 왜 다녀오신 지자체 홈페이지에서 안내한 이동 경로 설명이 더 자세한 것인지 상식적으로 이해할 수 없습니다. 일례로, 저는 모 확진자분의 타 지자체 방문 사실 또한 해당 지방자치단체의 홈페이지를 보고 알게 되었습니다. 그 뒤 청주시도 허겁지겁 해당 지자체 방문을 고시하였더군요. 정말 황당할 정도였습니다. 

게다가 8월 4일 고지한 확진자분의 이동경로 수정을 8월 7일까지 하고 있습니다. 게다가 첫 감염을 안내한 날로부터 3일씩이나 지나서야 ‘확진자분이 타 지자체로 이동하는 시외버스에서 마스크 착용을 하지 않았으므로 해당 시외버스의 동승자를 급하게 찾는다’고 재난문자를 보내고 있습니다. 이 역시 상식적으로 납득하기 힘듭니다. 시외버스 동승자를 확진자 발생을 처음으로 안내한 날로부터 3일‘씩’이나 지나서야 찾고 있다니요. 분노할 수밖에 없는 행정입니다.

위에 나열한 것 말고도 불만은 여전히 많습니다. 확진자분이 방문한 모 공원의 명칭과 도로명주소를 고지하였는데 공개된 정보만으로는 포털 사이트에서 위치를 찾을 수 없어 구청 홈페이지에서 해당 공원의 지번 주소를 찾아 위치를 확인한 일, 상식적으로 대중목욕탕과 식당에서 마스크를 착용할 수 없음에도 해당 시설 내에서 마스크를 착용하고 있었다고 고지한 일과 같은 것 말입니다. 청주시청 블로그 댓글을 보면 아시겠습니다만, 코로나19에 대해 지방정부를 신뢰하여도 모자를 판국에 계속되는 안일한 행정으로 인해 시청에 대한 불신이 점점 더 커지고 있는 것을 확인하실 수 있습니다.

저는 이 청원을 통해 원하는 것이 그리 크지 않습니다. 청주시의 코로나19 관련 행정이 타 시도와 같은 수준으로만 개선되어, 저를 포함한 청주시민들이 더 이상 불필요한 공포에 떨지 않았으면 좋겠습니다. 청주시의 슬로건인 ‘함께 웃는 청주’가 말뿐인 표현이 아니였으면 좋겠습니다.

마지막으로 한번 더 정은경 본부장님을 포함한 질병관리본부 직원분들과 의료진 여러분들의 노고에 감사드린다고 전하고 싶습니다. 감사합니다."
2020-08-12,2020-09-11,문화/예술/체육/언론,"1,357",20만 북튜버 ***의 뒷광고 불법 수익 환수 및 강력한 처벌을 청원합니다!,"최근에 이슈가 되고 있는 먹방 유튜버들의 뒷광고 행위는 표시 광고법 위반으로 명백한 불법 행위입니다. 이외에도 금전적인 댓가를 받고 책을 소개하는 북튜버들도 심각합니다. 책이라는 것은 단순한 물건이 아니라 가치 있는 내용을 진정성 있게 다뤄야하는 부분입니다. 특히 작가이거나 공인이라면 더욱더 책임감이 뒤 따르는 일입니다. 유명 유튜버 중에서 작가 ***, *** 등 소비자를 기망하는 뒷광고 영상이 계속 게재되고 있습니다.  

최근 먹방 뒷광고 이슈가 커지자, 20만 북튜버인 ***는 그동안 광고 표시를 하지 않고 찍은 책 소개 영상에 대해 자신의 유튜브 커뮤니티와, 네이버에서 운영하는 카페에 사과하는듯한 해명글을 올렸습니다. 

처음 게시글에는 공정위의 광고표기법 가이드라인을 잘 몰랐다, 앞으로 시정하겠다는 식의 무성의한 짧은 글이 올라왔습니다. 이후 구독자들의 목록공개 요청에 의해 게시글이 수정되었습니다. 직접 밝힌 돈 받은 책 목록은 71권(하단참조)입니다. 하지만 이것 또한 거짓이라는 증거들이 속속히 나오고 있습니다. 아직도 반성하지 않고 무성의한 태도로 회원들의 댓글을 지우고 진정성 없는 사과를 하며 더욱더 구독자들을 기망하고 있습니다. 

책 한권 소개 영상을 찍는데 보통 100만원에서 1000만원까지 돈을 받는다고 합니다. 최근 대표 영상인 <***>과 같은 책은 ***와 여러 유튜버들이 돈을 받고 영상을 찍어서 베스트셀러가 되었습니다. 이렇게 책이 북튜버들의 뒷광고를 통해 베스트셀러가 되는 대한민국이 말이 됩니까! 오히려 출판사 관계자들은 인기 북튜버들의 눈치를 본다고 합니다. 책으로 절박한 사람들에게 희망을 팔고, 자신의 이익만 챙기는 행위는 사기와 같습니다. 많은 사람들이 지금 분개해 하고 있습니다. 

뒷광고로 인해 지금 수많은 유튜버들이 사과 영상을 올리고 은퇴선언 하고 있습니다. 그런데 작가라고 하는 사람이 ***는 아무런 반성의 기미도 보이지 않습니다. 

더 이상의 피해자가 나오지 않도록 많은 사람들이 알아야하며, 부당하게 취득한 이익에 대해 환수 조취 해주세요!

사람들에게는 힘들다며 후원을 받고 있지만 들리는 말에 의하면 최근에 **으로 이사를 갔고, **를 구입하고, 부모님 차도 ***로 2대를 선물할 정도로 호위호식 하고 있습니다. 이런 기망 행위에 대해 엄히 처벌해 주시길 바랍니다!

이번 계기로 북튜버들이 출판사로부터 돈을 받고 광고 표시를 하지 않는 행위가 근절 되기를 바랍니다!
마지막으로 간곡히 요청드립니다.
현재는 유튜버 처벌하는 조항이 없으니 입법화 및 처벌 조항을 만들어주십시오.

<***가 직접 ***TV 커뮤니티에 공개한 뒷광고 북소개 71권 책 목록>

1. ***
2. ***
3. ***
4. ***
5. ***
6. ***
7. *** 
8. ***
9. ***
10. ***
11. ***
12. ***
13. ***
14. ***
15. ***
16. ***
17. ***
18. ***
19. ***
20. ***
21. ***
22. ***
23. ***
24. ***
25. ***
26. ***
27. ***
28. ***
29. ***
30. ***
31. ***
32. ***
33. ***
34. ***
35. ***
36. ***
37. ***
38. ***
39. ***
40. ***
41. ***
42. ***
43. ***
44. ***
45. ***
46. ***
47. ***
48. ***
49. ***
50. ***
51. ***
52. ***
53. ***
54. ***
55. ***
56. ***
57. ***
58. ***
59. ***
60. ***
61. ***
62. ***
63. ***
64. ***
65. ***
66. ***
67. ***
68. ***
69. ***
70. ***
71. ***

 [본 게시물의 일부 내용이 국민 청원 요건에 위배되어 관리자에 의해 수정되었습니다]"
2020-08-12,2020-09-11,문화/예술/체육/언론,234,*** 엔터테인먼트 대표 ***님의 해임을 요구합니다.,"*** 엔터테인먼트 (이하 ***)의 대표이신 *** 대표님의 해임을 요구합니다. 전 ***소속 가수인***의 **님이 지난달 정신적 고통을 받고 있다는 SNS 글이 올라왔습니다. 그 이후로 실시간 검색어에 올라갈정도로 화제성이 있었지만 *** 엔터테인먼트는 그 어떤 사과문도 올리지 않고 그 가해자로 지목된 전 ***의 리더 ***씨를 탈퇴시키는것으로 무마시키려 했습니다. 그리고 최근 **님의 SNS에 아직 ***와 이야기가 끝나지 않았다는 글을 올리셨고 끝내 8월 8일 오후 10시경 *** 대표가 *** **에  *****을 본인이 감당하게 하였습니다. 더 이상 눈뜨고 지켜볼수가 없을거같아 이 글을 씁니다. 모두 전 ***의 멤버 ***양의 억울함을 풀어주시고 *** 엔터테인먼트 대표인 *** 대표님이 어물쩍 넘어가지 않게 해주세요. 감사합니다.

 [본 게시물의 일부 내용이 국민 청원 요건에 위배되어 관리자에 의해 수정되었습니다]"
2020-08-12,2020-09-11,경제민주화,181,가상화폐 거래소 ***의 상습적 사기행태에 대해서 고발합니다.,"안녕하세요.
국내 **위 가상화폐 거래소라는 일명 가두리 거래소 ***을 이용하고 있는 한 회원고객 입니다.

본 거래소는 이번 2주년 기획 이벤트를 시행하며 상승적인 의미의 희망적 공지를 남발, 수많은 고객들에게 투자를 유도하여
현재 각종 공지사항에 대한 종료 및 취소 확정 없이 기만적인 무 응답 상태로 시세 하락을 방관 하고 있습니다.
그로인한 시세 하락으로 기획 이벤트 시작 시점에 비해 -90%라는 어마한 하락률로 수많은 금전적 피해자를 양성하고 있고
투명한 정보공개 없는 이벤트에 대한 지속적 무 응답 상태로 수많은 고객의 요청 및 불만사항을 묵살하고 있습니다.

또한 시세 하락에 의한 반대이익 측면은 거래수수료 부분을 제외한 차익적인 부분이 일반 회원에게 돌아가야 함이 맞으나,
투자대상에 대한 유통량공개 및 이벤트시행 사측 매입량, 락업이라 일컷는 거래소 홀딩물량등 투자 고객이 인지해야 할 중요한 정보를 공개하지 않은 체 
가상화폐의 법률적 음지를 발판 삼아 시세 조작 개입을 의심케하는 여러가지 정황들로 거래소측 이익을 극대화 하고 있다는 의문점이 증폭하고 있습니다.

또한 몇몇 코인은 다른거래소로 이동을 불가하게 함으로써 ***과 다른 거래소와 큰 시세 차이가 생기는데도 불구하고 고객의 자산을 본인들 마음대로 묶어 두고 우롱하고 있습니다. 

또한 코인은 유한의 갯수가 시세가되고 코인 고유 기술이 가치가 되는 것인데  물량을 공개하지않았으며 바이백 이라는 이벤트 동안 진행했던 코인의 갯수를 공개하지 않고 있습니다. 

이에 수많은 실투자 고객들이 심각한 피해를 받아 한탄과 호소가 나날이 증가하고 있습니다.
투자를 기획하고 이행하는 거래소 측에 시세 하락에 대한 투명하고 객관성있는 정보 공개를 요청합니다.

대부분의 투자자들은 코로나 여파로 어려워진 경기로인해 가정에 조금이라도 도움이 되고자 했던 투자였습니다.
허나 이런 상황들로 인해 
고객들은 코로나 사태 피해를 줄일세도 없이 
코인사기로 인해 더욱 심각한 피해마저 입게 되었습니다. 

이제는 눈물로 매일밤을 지새우며 일상생활마저 
불가능한 상황이 되었습니다.
몇몇 피해자들은 이번피해로 인하여 극단적인 선택까지 하겠다라는 말까지 하고  있습니다. 

정부 관계자 여러분은 부디 이 행태와 피해사안을 심도있게 관철하여 주시어 
더 이상 본 거래소의 이런 기만적 행위들로 추가 피해자가 발생하지 않도록 *** 거래소의 공정한 조사를 강력히 촉구, 청원 드리는바 입니다.

 [본 게시물의 일부 내용이 국민 청원 요건에 위배되어 관리자에 의해 수정되었습니다]"
2020-08-12,2020-09-11,교통/건축/국토,278,2020년 사용하지 못 한 예산들 반납으로 수재민 및 이재민을 위해 사용해주세요,"40여일이상의 긴 장마로 한반도 곳곳에 물난리가 나고 있습니다.
누구도 손 쓸수 없는 상황에서 삶의 터전을 하루 아침에 잃어버린 사람들이 있습니다. 며칠 전 뉴스를 보니 폭우로(집중호우)로 침수가 된 주택에 지원금이 100만원이라고 합니다. 그마저도 2016년부터 같은 금액이라고 합니다.

주택이 침수가 된다는 것은 기본적으로 가전제품들은 사용 할 수 없다는 이야기로 압니다.
2020년 텔레비전 한 대의 가격이 얼마입니까? 냉장고는? 세탁기는. . .
대부분 100만원이 훨씬 넘는 가격대로 알고 있습니다.
어쩔 수 없은 상황에서 또 따른 상실감과 허탈감을 줄 수 있다고 보여집니다.

2020년 포스트코로나로 각 부처 및 시,도 , 지자체,  기관에서  확보한 예산 중 
사용하지 못 한 예산들이 꽤 많이 있는 것으로 알고 있습니다. 
오늘이 8월11일입니다. 
2020년 남은 기간이 길어야 4개월이 조금 넘을 텐데,  
무리하게 예산을 쓰기 위한 사업들을 기획하고 집행하는 것이 아니라,  한시적 상황으로 국가에 반납을 했으면 좋겠습니다.
반납된 예산들은 꼼꼼이 살피고 살펴서  이번 집중호우로 피해를 입는 국민들을 위해 사용했으면 합니다.
단, 한시적이고 2021년 예산 책정시 반납한 예산 정도가 삭감되지 않아야 한다는 조건이면 좋겠습니다.

해마다 12월이면 남은 예산들 사용하기 위해 멀쩡한 도로를 파헤치는 모두가 알고 있는 그런 행태의 일들은 하지 않았으면 좋겠습니다.  
인건비와 운영비 그리고 방역을 위한 비용을 포함해 꼭 필요한 그리고 진행  가능한 사업의 예산을 제외하고
 행사성(축제)사업비,  1회성 사업비, 국내외연수비 등  지금과 같은 상황에서 진행할 수 없는 사업 예산들을 반납했으면 합니다. 

연일 방송으로 보여지는 이번 재해로 국민들에게 기부하라고, 후원하라고 손 내밀것이 아니라 
이미 확보된 예산 중 사용하지 못하는 예산들을 어려움을 겪고 있는 국민들에게 사용해주세요.

국가는 국민들의 일상 회복을 위해 아낌없는 지원을 위해 노력해주세요."
2020-08-12,2020-09-11,기타,"2,542",취미용 무선조종 비행체에 대한 규제를 중단해주십시요.,"저는 무선조종(Radio Control, 이하 RC) 비행기/헬기 비행을  유일한 취미이자 낙으로 사는 43세, 입문 10년차 RC 동호인 입니다.

지금까지 항공안전법과 관련 법규는 최대이륙중량 12kg까지는 기체의 등록이나 신고 없이 또한 조종자격 없이 제작해서 비행할 수 있었습니다.
즉, “항공RC”라는 것을 “취미”로서 국가가 ‘인정하고 허락’해줬었던 것입니다.

그러나 소위 ""드론(=멀티콥터)""이라는 것이 생겨나 지금까지의 RC 비행의 개념을 바꿔놓았고 누구나 어디서나 쉽게 비행체를 하늘 높이 띄울 수 있게 되었습니다.
이에 따라 개개인이 무분별하게 드론을 띄우는 것을 규제할 필요성이 대두되었습니다.

그러나 우리나라는 ""드론""을 통제하기 위해 “초경량비행장치”라는 하나의 단어 안에 드론이 세상에 나오기 수십년 전부터 국가가 인정한 취미의 영역에서 자유롭고 나름 안전하게 비행해오던 저 같은 RC 동호인들까지 모두 ‘규제의 틀’ 속에 한꺼번에 빠뜨려버렸습니다.

바로 올해 5월에 개정된 항공안전법 시행령과 시행규칙 때문입니다.

시행령과 시행규칙이 개정되기 전에는 초경량비행장치 중에 자체 중량이 12kg 이하이면 아예 초경량 비행장치에 포함되지 않아 규제의 대상 조차되지 않았으나 이제는 최대이륙중량 250g을 초과하는 모든 비행체가 규제의 대상이 되어버렸습니다.

250g 이상의 모든 RC 비행체를 비행하기 위해서는 비행체의 중량에 따라 온라인 교육 혹은 비행경력 증명 및 필기, 실기시험을 봐야합니다.

게다가 그런 기체를 소유하고 있는 사람은 소유 여부를 국토교통부장관에게 신고까지 해야합니다.

결국 수십년 동안 국가의 허락하에 누려오던 자유를 국가가 하루 아침에 송두리째 빼앗아버리는 상황이 되어버린 것입니다.

이건 드론 사용자를 통제/규제하기 위해서 기존의 RC 조종자들까지 한꺼번에 규제/통제를 받게되는 또 하나의 ‘역차별’이라 할 수 있을 것이며, 미국이나 중국, 유럽 등의 RC 선진국들의 경우와 비교해봐도 세계적인 흐름에 역행하고 그나마 개인과 개별 단체를 통해 명맥을 유지해오던 항공RC의 퇴축을 촉발할 것이 자명한 사실입니다. 

관련 법규를 전혀 모르는 상태에서 아무나 비행체를 띄우는 것은 개개인의 위험을 떠나 사회의 안전을 저해할 수 있어 저도 일정부분 규제가 필요하다고 생각합니다. 

다만, 예외를 통한 선택적 규제를 아래와 같이 청원하는 바입니다.

1. 규제의 대상에서 조종자 중심 반경 200m 이내에서 시계비행하는 비사업용 고정익/회전익 초경량 비행장치를 제외해주십시오. - 신고 및 조종자격 증명에서 제외

2. 그래도 규제를 해야하고 조종자격이 필요하다면 기존 기체 신고 기준인 총비행중량 12kg은 현행대로 유지하되, 비행 중량 25kg까지의 비사업용 고정익/회전익 기체 운용자의 필요 비행경력을 현실적으로 완화하고 온라인 교육 및 온라인 시험으로 대체해주십시오. 
-일반적인 전동 고정익/회전익 기체의 경우 1회 비행시간이 길어야 4~5분 가량임 
–6시간을 충족하려면 70~90회의 비행을 해야함, 한번 비행을 나가면 많아야 4~5회의 비행이 고작임
-일주일에 한번 비행나가서 4~5회 비행하는데 6시간을 채우려면 최소 18주가 소요됨
–7kg 미만이라면 비행경력 1~2시간이면 실질적으로 충분함

3. 비행경력 인증의 경우, 기존의 비행지점별 한국모형협회의 “지도조종자”를 통해 비행시간을 인증함으로 인해 비행경력 인증으로 인해 발생할 수 있는 일반 RC 조종자들의 경제적 출혈과 교통안전공단의 공적 노동력 낭비를 최소화하고 산발적/개별적으로 비행하는 RC 조종자들을 기존의 비행지점으로 집중할 수 있게 하여 RC 조종자들의 지도/교육과 비행지점의 안전관리 등이 보다 효율적으로, 민간 중심으로 도모될 수 있도록 해주십시오.

만약 지금의 시행령과 시행규칙대로 진행이 된다면 항공RC의 진입장벽이 높아져 국내 RC 사업은 고사 될 것이며 RC비행이라는 취미 자체가 상당 부분 음성화되고 수많은 RC 동호인들을 잠재적인 범법자로 만들게 될 것입니다.

부디 개악(改惡)이 아닌 개정(改正)을 통해 저와 같은 많은 RC 동호인들이 기존처럼 자유롭게 비행 함으로서 항공레저 저변 확대 및 미래 무인기 기술 개발/발전에 이바지할 수 있는 기틀이 마련될 수 있기를 간곡히 바라는  바입니다."
2020-08-12,2020-09-11,안전/환경,336,충북 증평군 초중리3일반산업단지 조성사업의 문제점을 제기합니다,"충북 증평군 초중리3일반산업단지 조성사업의 문제점을 제기합니다


저는 증평군민의 한사람으로 군민 여론에 반하는 산업단지 개발의 문제점을 제기하고저 청원 글을 올리게 되었습니다

증평군은 울릉군을 제외하면 전국에서 가장 작은 인구 3만6천여명의 초미니 지자체입니다. 면적이 81,4㎢에 불과한 작은 농촌지역에 이미 농공단지와 산업단지2곳이 있습니다. 
군은 작은 이 지역에 또다시 일반산업단지 조성사업(민간개발방식으로 면적 약20만 6659평에 사업비 1,324억원 규모)을 주민들의 반대에도 불구하고 강행하려합니다.

군민들은
자연환경 파괴, 인근 초중고 학습권 침해, 2년 후 완공될 종합운동장 인근, 보건복지타운 인근, 미세먼지, 환경오염, 초근접거리에 있는 정안마을 오염, 대규모산업단지와 마을과 거리 30M!!(개가 웃을 일), 군민들의 삶의 질 저하 등
여러 이유로 산단 조성에 반대를 하고 있습니다. 
이런 시설들이 있는 지역에서 일반산업단지라니 감사원 감사가 절실히 필요한  대목입니다.

산단 예정지 초근접거리에 있는 정안마을에는 ‘농촌체험마을 둥구나무 쉼터’를 군에서 20억을 들여 조성했습니다. 오늘을 내다보지 않은 혈세만 축내는 꼴이 되었습니다.
사업 대상 부지를 선정하면서 주민들과의 소통이 전혀 이루어지지 않은 깜깜이 행정이었다는 점에서도 주민들은 분통을 터트립니다.
주민을 위한 사업이 아니기에 주민들은 산단 조성 반대 대책위원회를 꾸려 저지 운동을 하고 있으며, 주민 6000여명의 반대 서명을 받아놓은 상태입니다. 
주민들은 주민 의견을 무시하고 산단을 추진 할 경우 주민소환까지 생각하고 있습니다.
주민들의 호소와 울부짖음을 외면한 채 군은 지금도 요지부동입니다. 
사업체의 편에 선 군의 행정을 보며 주민들은 분노합니다.

산단 예정 부지는 삼보산 등산로와 이어지는 아름다운 자연 그대로의 풍경이 있는 녹지 지역입니다. 인공적으로 조성하지 않은 자연의 모습이 남아있는 곳입니다. 인근 주민들의 농업, 등산, 산책을 즐기며 증평 한켠에 오래된 자연 그대로의 녹지 공간이 있음에 감사해왔습니다.
훼손되지 않게 앞장서서 보호해야 할 군은 소중한 자산을 민간개발업자에게 팔아먹겠다는 것입니다.
증평군의 공기질은 지형적인 특징과 인근 지역 산업단지로 인한 공기 오염 등으로 지금도 매우 좋지 않은 상황이어서 군에서는 한 평이라도 녹지 공간을 늘이는 사업을 해야 함에도 반대로 가는 정책을 하고있습니다.
지금은 삶의 질 향상에 중점을 두는 시대이지 산업단지 조성해 인구 늘이는 시대가 아님에도 전근대적인 사고방식에 갇혀서 거꾸로 가는 어이없는 행정을 하고 있습니다.

증평군은 속히 군민 여론에 반하는 일반산업단지 조성 사업에서 손을 떼 주십시오!! 
업체의 편에 서지말고 제발 주민들의 눈물을 봐 주십시오!!"
2020-08-12,2020-09-11,교통/건축/국토,"1,258",주택임대사업자 자진말소에 아파트만 허용하는 불공정을 해소시켜 주십시오,"안녕하세요. 금번 7.10 대책과 관련하여 주택임대사업자의 매물이 시장에서 보다 활발하게 거래 할 수 있도록
원하는 주택임대사업자의 경우 과태료 없이 자진말소가 가능하도록 정책이 시행되고 있습니다.

주택이라고 하면 아파트만 있는 것이 아니고 빌라도 주택에 범위에 포함되며
동일한 주택임대사업자임에도 불구하고 아파트만 자진말소를 허용하는 것은 불공평하다고 봅니다.

다 같은 임대사업자이며,
동일한 목적을 가지고 주택임대사업자를 신청했음에도 불구하고
아파트만 허용한다는 것은 불공평하다고 생각합니다.

국가에 청원하오니 빌라도 자진말소를 원하는 주택임대사업자에게는
과태료 없이 말소할 수 있도록 공정한 기회를 제공하여

빌라를 다주택으로 가지고 있는 임대사업자들도 
국가가 지향하고자 하는 1가구 1주택으로 전환할 수 있도록
형평성을 반드시 제고해 주시기 바랍니다.

감사합니다."
