start,end,category,count,title,content
2020-12-07,2021-01-06,교통/건축/국토,"2,925",수도권 광역철도노선인 GTX-D 노선을 기존에 예정되어 있던 경기도로 개설이 되게 적극 추진해주십쇼!!,"수도권 광역 철도 노선인 GTX-D 노선, 이 노선이란 서울을 포함한 서울 외곽에 위치한 수도권인 경기도 지역들의 출퇴근, 교통 문제 해소를 위해 기획된 노선인걸로 아는데 별 근거도 없는 내용으로 인천에 위치한 청X 지역에서 청와대 토론방을 비롯한 국민청원까지 올리시며 아주 열일을 하고 계시네요. 하지만 존경하는 문재인 대통령님을 비롯한, 각 행정부 장관님들, 이미 인천 청X 지역에는 인천공항까지 연결되어 있는 공항철도와 인천 청X, 인천공항으로 들어가는 리무진 버스가 이미 많이 배치되어 있습니다. 하지만 이것들 지금 상당히 적자라서 나라 예산에 상당한 피해를 주고 있습니다. 이미 기존에 있고 보다 사람들이 많이 이용하지 않아 적자까지 나는 와중에 나라의 정말 큰 사업인 GTX-D 노선마저 인천공항으로 이어지는게 맞다고 생각하십니까? 아닙니다. 이건 엄연한 세금 낭비이고 앞으로의 미래를 바라보며 꼭 필요한 도시에 들어가는게 맞다고 생각합니다.

그동안 시골, 농촌이미지를 받았던 경기도 김포시는 2010년부터 본격 시행된 한강신도시 사업이 이제쯤  완성이 다 되어가고 있고 경기도 김포시도 이제 50만 인구의 완벽한 도시를 바라보고 있습니다. 서울로 출퇴근 하는 인구의 비중, 서울에서 집값이 너무 폭등해 김포로 이주하는 시민들의 비중도 엄청 크구요. 그런데 지금 김포는 수도권 광역버스인 M버스 몇대, 경전철이라 볼수 있는 김포 골드라인, 이 두개의 교통편밖에 없습니다. 그래서 지금 인구수는 넘치는데 그에 반해 교통편이 턱없이 부족해 다수의 시민들이 피해를 입는 사례를 입고 있습니다.

그래서 이 문제의 해결책으로 김포 한강신도시에 GTX-D 노선을 유치한다면 우리 대한민국에서 경제적으로나 여러방면으로 서울시 다음으로 중요한 임무를 담당하는 경기도가 보다 서로서로 더 완벽히 연결되어져 경기도 도민들을 포함한 수도권 시민들이 모두 이득을 보는 현상이 생길 것입니다. 타지역처럼 무조건 내 집값 하나 바라보고 이러자는것 아닙니다. 우리 대한민국 다수의 시민들, 세금을 사용함으로 인해 또 다시 나라도 이득을 보는 시너지 현상, 이 모든 것들이 경기도 김포시에 GTX-D 노선을 유치하면 이루어질거라고 감히 저는 믿고 있고 보다 더 많은 시민들이 자가용 대신에 대중교통을 애용하게 되면 환경문제도 알아서 더욱 좋아질거라고 생각합니다. 기존에 예정되었던 대로 GTX-D 노선을 경기도 김포시에 유치를 시켜주시면 좋겠다는게 저의 의견입니다!"
2020-12-07,2021-01-06,육아/교육,195,"확진된 수험생에게도 대학교는 면접시험을 응시할 수있게 해주고, 면접시험을  화상을 이용한 비대면으로 전환해 주세요.","대부분의 대학들이 코로나19 바이러스에 확진된 수험생에게는 면접시험에서 응시할 기회조차 주지 않겠다고 발표했는데 다시 생각해보시기를 간곡히 부탁드립니다. 
다른 면접시험 응시방법이 있습니다.

대부분의 수험생은 대학수능시험을 보러 시험장에 가거나 논.구술시험 혹은 실기시험을 치루기 위하여 대학교로 가는 것 말고는 외부 출입을 극도로 자제하는 편입니다.
그럼에도 불구하고 확진되었다면 그 책임을 수험생에게 돌릴 수 있을까요.
지금의 시기는 기존의 방역시기와는 사뭇 다르게 전개되고 있습니다.
2주 동안 확진자가 400명을 오르내리고 있으며, 특히 특정지역이 아닌 전국으로 확산되고 있는 시점입니다. 지표환자가 누군지 모르거나 n차 감염의 n의 값이 어느 정도까지 커져 있는지 짐작할 수 없는 상황입니다. 
특히 수험생들은 수도권이나 지방에서 면접시험을 보기위하여 대규모의 인원이 특정한 시간에 특정한 장소로 모였다가 흩어지기를 반복합니다. 
다시 말씀드리면 시험으로 인하여 언제 어떤 경위로 감염될지 모르는 상황인 것입니다. 
그런데도 대학들은 확진된 수험생을 면접에 참석하지 못하게 결정을 했습니다. 그것도 참석하지 못하면 무조건 불합격이 되는 면접시험에서 말입니다.
확진자는 죄인이 아닙니다. 확진이 될 수도 있는 위험을 감수하고 응시대학교에 논술이나 실기시험을 보러 가는 것은 결국 면접시험까지 가기 위한 것인데 그 과정에서 확진이 되었다고 면접을 보지 못하게 하는 것은 수험생들에게 너무도 가혹한 처사입니다.

대학교에서는 이미 비대면 온라인 수업이 활성화 되어 있습니다.
굳이 면접시험을 화상수업으로 못 할 이유가 있습니까.
오히려 온라인으로 비대면 면접을 활성화 하는 게 방역에 더욱 도움이 되지 않을까요.
대학마다 전형료가 얼마나 비싼지는 잘 알고 있습니다. 그러니깐 대학들은 인력이나 경제적 비용핑계로 변명을 하지 말고 수년 동안 열정을 다하여 공부한 미래의 학교신입생들에게 배려를 좀 보여주시길 간곡히 부탁드리며 아래의 두 가지를 청원합니다.

첫째 대학면접시험에 확진된 수험생도 응시할 수 있는 기회를 주세요.
둘째 대학면접시험을 비대면 온라인으로 응시하게 해주시길 바랍니다."
2020-12-07,2021-01-06,보건복지,821,거리두기 2단계…카페학살을 멈춰주시오!,"당신들은 아시오!
하루 11시간! 아침부터 밤늦은 시간까지 매장에 나와 하루종일 열심히 일한 대가가 하루매출 0원!
당신들은 이 기분을 아시오!

거리두기 2단계 전 11월 21일 토요일 매출 61만원, 11월 22일 일요일 매출 75만원
거리두기 2단계 후 하루 11시간 매장에 나와 난방까지 켜면서  
12월 1일 월요일 매출 0원 , 12월 3일 목요일 매출 6,500원 , 12월 5일 토요일 매출 0원
재료폐기만 몇십만원, 임대료, 관리비, 생활비 ….. 

당신들은 이 비참한 기분을 아시오!
더군다나 언제 끝날지도 모르는 이 공포, 이 절망을 아시오!
이 무력함을 아시오!

저만 이런 것이 아니오! 
지금 대부분의 카페 자영업자들의 현실이 이러하오! 


정말 당신네들이 무슨 짓을 한줄 아시오!!!!
카페학살! 이건 방역이 아니라 학살이오!
수만의 카페 자영업자의 생존과 수십만의 카페자영업자 가족들의 생존을 위협하는 폭력이요!
그리고 묻고 싶소! 
이 책임은 누가 지는 것이오!

1년 여의 코로나 상황속 일상을 살아오며 우리는 모두 알고 있소!
코로나 방역의 핵심은 3밀을 차단하는 것이라는 것을..
개인별 마스크 쓰기는 강화하고
업종에 상관없이 3밀을 차단하는데 집중해야 하는 것이 아니오
그러면서 생존권도 보장해 주어야 하는게 아니오!

업종에 구분없이 3밀의 원칙에 따라 
면적에 비례하여 인원을 제한한다던지, 체류시간을 제한한다던지 
개인별 방역수칙을 강화한다던지 , 밀집이 높은 곳을 단속해야 하는 것이 아니오!
생존권을 위해 숨쉴 곳은 만들어 주어야 하지 않소!
왜 그냥 카페만 안 된다 하는 것이오!
왜 카페 사장만 죽어라 하는 것이오!

코로나가 인공지능이라도 가지고 있단 말이오! 


온 국민이 납득이 되게 이 답답한 상황을 설명 좀 해주시오!
이 이상한 방역정책이 정말 코로나 방역과 무슨 연관이 있소!


이대로 한주, 또 한주 계속되면 …이 억울함은 누가 풀어줄 것이며 
누가 책임져 준단 말이오!


생존을 위협하는 거리두기 2단계!
카페학살을 멈추시고, 홀영업 금지를 풀어주시오!"
2020-12-07,2021-01-06,육아/교육,280,2021수능 **** 4교시 과학탐구 영역 시간 중 종소리 오류로 인해 피해입은 학생입니다.,"안녕하세요? 이번에 2021학년도 수능 ****에서 시험 치른 학생입니다.
4교시 제 1 탐구영역 시작후, 아직 종료시간인 4시가 되지 않았음에도 불구하고 방송에서 시험이 종료되었음을 알리는 안내방송이 나왔고 감독관들은 시험지를 걷어갔습니다.
5분전 알림방송이 나오면 마킹을 하는 저로써는 제1탐구영역 화학 1을 마킹하는 도중 방송이 나와 마킹을 못한 문제들이 생겨났고, 학교측에서는 종료방송멘트를 진행하던 중 자신들도 이상이 있음을 감지한듯이 한동안 방송이 끊겼다가, 다시 시험을 재개하는 방송멘트가 나왔고, 제 고사실의 감독관 3분은 시험지를 걷었다가 나눠줫다가 우왕좌왕 어쩔 줄 몰라하셨습니다.  결국 제 2탐구영역은 저희 고사실에서는 감독관 선생님이 자신의 시계로 시간을 체크해서 볼수밖에 없엇고, 이미 마킹을 못한 상태엿던 저는 제 2과목인 생명과학 시험에 심리적 영향을 받아 과학탐구 2과목을 망쳤습니다. 
제2탐구시험이 끝난뒤 저는 마킹 못한 화학 1 과목을 고사 본부로 내려가서 하게 되었습니다.
그럼에도 불구하고 2분 더 줫으니 할 도리는 다했다는 식의  학교측 반응과, 못한 마킹을 하게 해줬으니 학교측에 불만이 없다는 반응을 받아내는 감독관측에 저는 할말이 없었습니다.
누군가는 이 시험을 위해 적게는 1년 많이는 12년을 달려왔습니다. 우리나라에서 수능이 얼마나 중요한 시험인지 다들 인식하고 계실텐데, 일말의 사과또한 하지않고 그저 시간을 더줬으니 됐다는 반응, 도대체 방송관리와 고사장 관리를 어떻게 했으면 그 중요한 날에 그런 실수를 하는건지. 일말의 비상사태에 대한 감독관들의 행동요령도 주어지지 않았는지, 어쩔줄 몰라하는 감독관과 학교측에 정말 할 말이 없습니다.
저를 포함해 많은 학생들이 피해를 입었고, 언론에 기사까지 난 상황입니다. 피해 학생들에게 학교측은 정중히 사과하시고 적절한 대응을 해 주시기를 간곡히 부탁드립니다. 또한 해당 관계자는 징계해 주시기 바랍니다. 이 모든 사태에 대해 책임지세요.

 [본 게시물의 일부 내용이 국민 청원 요건에 위배되어 관리자에 의해 수정되었습니다]"
2020-12-07,2021-01-06,보건복지,"2,338",피눈물로 호소합니다,"대통령님께

의료전문검사님이 담당해야만 밝혀지는 사건입니다  (의사자격증 가진  검사님)

2013.5.29. ****병원에서 수술사고로 몸은 척수손상으로 인한 사지마비가 되어 
재판도 하였으나 병원 감싸기로 확실한 증거영상을 제출함에도 배제당해 페소하고 지금의 현실이 참담합니다

몸은 망가진지 어언 7년 돈은 벌지 못하고 빚내어 살다보니 집은 망가질대로 망가져 살길이 없네요 
어찌 살아가야 하나
****병원에선 변조사건으로 법원패소된것 소송비용 안준다며 채무불이행자명단등재  결정서 법원에서 날라오고
이게 나라 기관에서 할 짖인지 참담하네요.

진료받을 때 병원의사에게 문제가 된 이 병원의 CD영상을 입력하고 진료를 받으면   잠깐 나가 있으라고 해요  
한참 후에 불러서 들어가면  의사가 웃으면서 되었으니 그만 나가시라고 한다    왜 아무 말 없이 끝내려 하느냐고 물으면 말 없이 간호사에게  다음환자 들여보내요  라고 한다.
나의 수술 후 영상은 보여주면 진료를 받지 못하고 끝나버립니다
이런 황당한 경우가    ****병원   *******병원   *****병원    그 밖의 여러 2차병원에서도 똑같은 경우를 여러번 당하였습니다

****병원은 영상변조로 수술사고 감춘것을 사법부와 함께 동조하듯 
이젠 채무자  만들어 범죄자 명단 등재하여 전국 모든 기관에 뿌린 세상 
진실은 묻치고 거짖이 난무하고 활개치는 세상을 누가 하나 바로 잡는 이 없는 세상 
이게 세상살이 맞나요
이젠 굶어 죽어가야 하나 
참담하고 절규에 통곡소리가 들리지 않나요.  ㅠㅠ

의료전문검사가 담당하시어 이 영상들을 보고 옳바로 검증 및 조사하여 이 억울함을 보상 받아 치료 받고 살아갈 수 있도록 꼭 도와 주십시오

 [본 게시물의 일부 내용이 국민 청원 요건에 위배되어 관리자에 의해 수정되었습니다]"
2020-12-07,2021-01-06,육아/교육,"12,119",[2021년 수능 시험장에서 발생된 사고입니다],"안녕하세요, 어제 제 딸 아이가 수능을 보게 되었습니다.
시험 장소는 서울 강서구 ***고에서 치르게 되었고 문제는 4교시 과학탐구시간에 사건이 벌어졌습니다.
4교시의 정상적인 종료 3~4분 전에 비정상적으로 종료 종이 울려서 학생들이 시험지를 감독관이 수거하는 사건이 발생되었습니다.
제 딸 아이는 시험감독관에게 아직 시간이 남았다고 했지만 이를 묵살하고 학생들의 시험지를 수거해 갔다고 합니다.
그런데 이렇게 수거 하던 중 다시 방송으로 시간이 아직 남았다는 멘트와 함께 다시 시험지를 돌려 주라는 내용이 방송되었다고 합니다.
시험 종료 종이 울리기 전까지 아직 시간이 남았다고 생각했던 29개 시험실의 학생들은 이 때부터 당황하기 시작한 것 같습니다.
시간에 쫒기고 당황해서 정상적인 답안 제출을 못하고, 그 다음 시간 까지도 당황하여 제대로 된 시험을 치르지 못했다고 합니다.
이에 제가 오늘 학교를 방문하여 항의하고 해당 장학사와 통화를 시도해 보았지만 통화도 이루어지지 않았고 대신 받으신 분은 논의 중이라는 이야기만 나오고 아무런 답변도 받지 못했습니다.
서울시 교육콜센터에 전화를 수 차례 했지만 아직까지도 연락을 받지 못했습니다.
결과적으로 수능일을 위해 노력하고 힘써 왔던 모든 학생들은 그 사건으로 인해 엄청난 불이익을 받게 되었습니다.
부모로서 이 상황을 그대로 받아들일 수만은 없을 것 같습니다.
더불어 그 학교에서 시험을 보았던 모든 학생들에게도 또한 같은 감정입니다.
학교를 방문했었는데, 단지 미안하다는 이야기만 하고 있을 뿐 전혀 미안해 하지 않는 것 같다는 느낌입니다.
이제 막 사회를 알기 시작하는 우리 아이들에게 그 선생님들의 모습이 어떻게 보여질까요?
책임도 지지 않고, 단지 미안하다는 말만 하고 있을 뿐...
정말 아이들에게 미안한 것은 노력한 댓가가 이렇게 허무한 결과로 이어지는 것입니다.
그렇다면 아이들이 희망이라는 것을 지니게 될지 의문스럽기까지 합니다.
이에 대한 구제방안은 없는 것인지, 그리고 다시 한 번 이런 일이 재발되지 않기를 바라면서 글을 마칠까 합니다.

이 일로 지금 현재 제 딸도 또한 목표하고 있었던 것은 지금 상황에서는 거의 포기해야 하는 상황에 이르렀습니다.

어떻게 해야 할지 모르겠습니다.
혹시 좋은 답변을 얻을 수 있을까요?
감사합니다.

 [본 게시물의 일부 내용이 국민 청원 요건에 위배되어 관리자에 의해 수정되었습니다]"
2020-12-07,2021-01-06,안전/환경,"1,139",주민수용성을 고려하지않는 한국지역난방공사의 SRF 가동시도를 즉각 중단하라,"제1조 ①대한민국은 민주공화국이다.
②대한민국의 주권은 국민에게 있고, 모든 권력은 국민으로부터 나온다. 하지만 나주시민은 대한민국의 국민으로서의 권리를 빼앗기고 있습니다. 건강권과 환경권을 무시하며 헌법을 무시한 범법 기관인 산업통상자원부와 한국지역난방공사를 강력규탄합니다.  

최근 한국지역난방공사는 제 20차 나주SRF 민관협력거버넌스 2차회의에서의 11월 30일까지 손실보전방안이 마련되지않으면 올겨울부터 열공급과 관련된 재량권을 한국지역난방공사에 준다는 합의에 근거하여 11월 30일이 지나자마자, SRF 가동을위해 사업개시승인을 나주시에 접수했습니다. 시민대표가 위 합의내용을 인정하지않고 탈퇴했기에, 5자 합의가 안된 반쪽 합의안 문구만을 가지고, 가동을 시도하고 있는 것 입니다. 한국지역난방공사와 산자부의 헌법을 유린한 범법행위에 왜 나주시민들이 고통을 받아야합니까! 

한국지역난방공사와 산자부는주민수용성을 전혀 고려하지않고 자신들의 이익만을 찾고있습니다.  진정 이익이 국민의 생명보다 중한것인지 ,이를 지켜보는 저는 통탄을 금할수 없습니다.  

대기환경보전법 제 2조(정의)
9. ""특정대기유해물질""이란 유해성대기감시물질 중 제7조에 따른 심사ㆍ평가 결과 저농도에서도 장기적인 섭취나 노출에 의하여 사람의 건강이나 동식물의 생육에 직접 또는 간접으로 위해를 끼칠 수 있어 대기 배출에 대한 관리가 필요하다고 인정된 물질로서 환경부령으로 정하는 것을 말한다.  

위 법률의 조항을 통해 다이옥신 이외 SRF가동으로 배출되는 유해물질의 위험성이 드러나있습니다. 

저농도,장기적섭취는 사람의 건강이나,동식물의 생육에 직,간접 위해를 끼칠수있다. 하지만 한국지역난방공사는 SRF발전으로 나오는다이옥신이 흡연할때의 배출되는 다이옥신보다 안전하다. 유튜브를 통해 홍보하고있습니다. 한 시민의 정보공개청구로 한국지역난방공사가 답변한  2017년도 SRF 소각으로인한 유해물질 배출량을 본다면 0.027%의 다이옥신이 배출됨이 확인됩니다. 이정도의 다이옥신으로는 건강상 문제가없다 그 누가 자부할수있습니까.   더이상 거짓으로 시민들을 선동하지 않기를 경고합니다. 

한국지역난방공사는 9000억대의 손실액을 나주시와 전남도에 요구하고있습니다.  우리 시민들은 강력히 경고합니다. 만약 SRF를 임의 소각 및 가동 한다면 , 첫째. ""깨끗한 농산물"" 나주시의 농산물이 다이옥신이 묻은 오명으로 농산물에, 농가에 피해가 생긴다면 이에대한 손해배상은 9000억의 이상이 될 것 입니다. 이에대한 손해배상청구를 진행 할 것 입니다.  봉황.다도.남평.산포.금천뿐 아닌 나주시 전체의 문제로 기하급수적인 금액의 피해가 발생할것이 자명합니다. 둘째. 시민들의 건강권을 침해한 행위에대해서, 아이들의 건강상의 피해에 대해 신체적 ,정신적 피해 보상 소송을 진행할것입니다. 영유아 비율이 가장 높은 빛가람동과 나주시 전체의 아이들의 건강권을 무시한 가동에 대해 당연한 처사라고 판단합니다. 셋째. SRF가 가동된다면 우리는 이곳 나주에서 살아갈수없습니다. 집단이주비용을 한국지역난방공사에 청구할것입니다. 나주시의 발전을 막고, 유령도시로 빛가람혁신도시를 거듭나게한 당연한 대가입니다.  지금 9000억 손실에 눈이멀어 더 큰 재앙을 만들수있다는것을 ,막을수없는 홍수가 터질 수 있다는것을 한국지역난방공사는 인지하고 더이상의 가동시도를 중단할것을 요구합니다.  산자부 또한 실패한정책을 인정하고 즉시 나주시민에게 사과하고, SRF에대한 정책을 폐지할것을 요구합니다. 더이상의 전국적으로 SRF 발전소가 허가되지않도록 건립된 지역들이 모두 
SRF로부터 안전한 도시가되도록 발벗고 나서기를 요구합니다."
2020-12-07,2021-01-06,기타,"1,255",벼랑끝에 서있는 자영업자 대책지원이 절실합니다,"7살 5살 두아들을둔 자영업자 입니다. 
10평짜리 가게에서 우리 가족의 행복한삶과 희망적인 미래를 바라보며 하루도 쉬지않고 장사중입니다.

코로나로 모두가 힘든시기...
이번에만 3번째 영업제한으로 자영업자들은 더욱 힘든시기를 보내고 있습니다.

1번째 영업제한 2번째 영업제한 이악물고 버티고 코로나 대출로 버티고있는 자영업자가 수십 수백만이 있습니다.
코로나 대출로 버티고있는 자영업자들에게 이번 3번째 영업제한은 정말 큰 시련이 아닐수없습니다. 오늘 속보로 제가속한 사울시는 2주 더 연장이 됐습니다. 
처음부터 3단계 준하는 방역조치로 가야했아야했는데 어설픈 땜질 처방으로 대낮에 집단감염이 확산되고 있는상황에 계속 자영업자들만 희생을 강요함은 맞지않습니다!

2주간 영업제한 했어도 대낮에 영업가능한 곳으로 학원 학교 교회 등 집단감염은 퍼지는데 왜 자영업자들만 이렇게 피해를 봐야하는지... 도대체 3번짼데 자영업자 대책은 코로나대출밖에 없는것인지...

전에 시행했던 착한임대인 운동이라도 더 언론으로 노출시켜주면 안되는지... 월세안깍아주는 건물주가 대부분일지라도 이런 대책이라도 더 간절한시기 입니다... 제발 재난지원금 주는건 다 월세로 대출이자로 보태어 나가고 있는 이상황이 너무 버티기 힘듭니다.

문열어도 적자보는 가게가 한둘이 아닐거라 생각됩니다.저또한 그러고..9시이후 포장.배달 허용해준다한들 포장.배달이안되는 술집들은 더욱 버티기 힘듭니다.. 제발 자영업자가 느낄수있는 제대로된정책 대책좀 마련해주세요... 살고싶습니다."
2020-12-07,2021-01-06,보건복지,"206,790",코로나전쟁에 왜 자영업자만 일방적 총알받이가 되나요? 대출원리금 임대료 같이 멈춰야 합니다.,"코로나 규제방향을 
올 한해동안 보고 있으면
거의 90%이상 자영업자만 희생을 시키고 있습니다.

우리 자영업자가 가장 힘들어하는건
돈을 못벌어서가 아닙니다.
자영업자들은 돈을 못버는건 희생이 아니라고 생각합니다.

집합금지할때
그 엄청난 마이너스를 
왜 자영업자한테만 책임을 다 지라고 하는건지
그게 이해가 가질 않습니다.

자영업자들은
코로나로 버티기 위해 또는 기타 이유로 
대출을 하지 않은 사람이 거의 없습니다.
그리고 그 원리금을 매달 갚아야 합니다.
또 매월 임대료,전기세,기타 공과금을 납부해야 합니다.
사용한 만큼 지불 하는건 당연하지만
코로나로 인한 규제때문에 
사용하지 못한 부분에 대해서도 
자영업자만 그 책임을 다 지고 납부해야 하는 
상황은 솔직히 이해가 가질 않습니다.

자영업자가 원하는건
코로나로 집합금지가 되면
대출원리금도 그 기간이 정지되어야 하며
임대료도 그 기간이 정지되어야 하고
공과금도 사용 못한 부분에 대한 금액이 정지되어야 하고
각종 세금납부도 정지되어야 하고
돈을 납부할 모든게 집합금지 기간만큼 
같이 정지되어야 합니다.

돈을 벌지 못하는 부분은 인정합니다.
그런데 매장의 시설 시스템을 운영하기 위해
발생한 비용과 대출원리금은 그대로 지출되고 있습니다.
결국 마이너스가 엄청나게 발생하고 있습니다.
이러한 마이너스는 
같이 책임져야 하는 부분이 아닌지요?

왜 코로나 전쟁에 자영업자만 총알받이로 내몰려야 하나요?
왜 자영업자만 희생이 이리 커야 하나요?

우리는 살기위해 
다시 일어설수 없는 상황으로 가면 큰일나기에
절실하게 호소하는 겁니다.

이제 대출도 안되고 
집도 줄이고 
가진거 다 팔아가면서 
거의 10개월을 버텨왔습니다.

죽기 일보직전입니다.

이제 자영업만 집합금지가 아닌
같이 집합금지를 시켜야 합니다.

대출원리금 (안갚는게 아니라 정지를 시켜달라는 겁니다)
임대료  
집합금지때문에 사용못하고 내는 공과금

이런부분이 같이 멈춰야 합니다.

제발 부탁드립니다.
마지막 생명줄 마저 끊어지기 전에 절규하며 호소합니다."
2020-12-07,2021-01-06,보건복지,370,코로나가 심각한 상황에서 대학의 무리한 대면 기말고사를 막아주세요,"****에 다니고 있는 학생입니다.

경기도의 확진자가 어제  600명 이상 나왔으며  모두 모임을 자재하고 있는 이 시기에 학생들의 반발을 무시하고 대면 시험을 강행하고 있습니다. 
학교는 국가의 지원을 받는 곳입니다.  수도권의 거리두기가 2.5단계로 격상한다는 이야기가 나오는 시기입니다.
그만큼 국가에게 모범을 보여야 한다고 생각합니다. 그런데 이  코로나가 심각해지는 시기에  충분히 다른 방법이 있음에도 이유없이 대면시험을 강행하고 있습니다.

물론 대학은 정부에서 권고만 할 뿐 강제할 수 없다고 알고 있습니다.
그러나 이러한 사회에 큰 해가 될 수 있는 경우에 강제가 이루어 질 요소가 있다고 생각합니다.
그 근거가 없다면 만들어야 하지 않을까 싶기도 합니다.

학교가 제시하는 근거는  실습이 많은 학교의 특성을 들어서 대면 시험을 강행하고 있지만  정작 내용은 객관식의 시험일 뿐입니다.
그래서 학교에게 학생들이 건의 했던 내용의 중에 하나를 예로 들면

현재 대면 4명, 비대면 176명의 투표 결과가 나왔습니다.
학생들의 가장 주된 의견입니다.
1. 대면시험을 강행함으로써 코로나 감염자가 발생한다면 학교에서 모든 책임과 정신적 피해 보상까지 해주실것인가요?
이에 관해 감염자 발생시 시험진행과 치료에 대한 구체적인 대안을 알려주세요.
2. 대면 시험을 실시할 시 모든 책상에 칸막이를 설치하고 2미터 이상의 거리를 유지하고 학교 버스 간격 유지및 다른 학년과 복도를 겹치지 않게 사용할 수 있는 가장 기본적인 방역이 준비되었나요?
3. 시험의 공정성이 생명과 비교 할 수 있는것인가요?
4. 대면을 원하는 4명의 학생때문에 176명의 학생들이 받을 피해는 어떻게
5. 지난 중간고사때도 제대로 이뤄지지 않은 방역 시스템
(1) 셔틀기사님 마스크 착용안하시고 셔틀탈시 체온계고장인데도 측청하는척만 하심
(2) 지난 중간고사 시험도중 37.5도가 넘는 학생은 돌려보내지 않고 계속해서 열이 떨어질때까지 측정하여 결국 정상체온에 맞춤
(3)*** 1층 입구 열화상카메라 체온측정도 정상체온 나올때까지 기다렸다 다시측정
(4) 통학시 셔틀에 사람 가득참
하루에 600명씩 나오고 있는 지금 방역이 정확하게 이뤄질 수 있는지에 대한 확실한방안을 알려주세요
이러한 요구에 학교에서는 위에 대한 아무 설명없이 셔틀버스의 QR코드 인식만 추가하여 대면 시험을 강행하고 있습니다.

이건  한 학과의 한학년의 예일 뿐이니 모든 학과 모든 학년을 다 합치면 어마어마한 사람들이 결집되고 위험할 수 있을것입니다.

그리고 학교에서 또 다른 이유로 들고 있는 공정성 이야기 조차도  중간고사를 이미 치루어서 데이터가 있으며 그 결과를 가중치 높게하고 온라인 시험이 불가능한 사람들을 위한 대체 과제를 진행하자는 의견 또한 아무 설명없이 묵살되었습니다.
방법이 없는 것이 아닌데 위험한 시기에 학생들과 학생의 가족들의 건강을 등안시하며 설명도 없이 진행하는 위험한 대면시험을 막을 수 있게 도와주세요

 [본 게시물의 일부 내용이 국민 청원 요건에 위배되어 관리자에 의해 수정되었습니다]"
